customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Original_Index,Churn_Probability,Predicted_Churn,Risk_Level,Customer_Segment,Retention_Recommendation,Retention_Strategy,Retention_Priority,Recommended_Campaign
7410-KTVFV,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,3158,0.11115132,0,Low,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package,Maintain regular engagement; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Low,Contract Upgrade Campaign
9033-EOXWV,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,74.05,872.65,Yes,5968,0.08349708,0,Low,1.0,Promote online security service; Offer online backup package,Maintain regular engagement; Online security package promotion; Early intervention and retention campaign,Low,Customer Loyalty Campaign
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,5300,0.82245374,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
8224-KDLKN,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1738.9,No,4761,0.0013233848,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
4825-FUREZ,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.25,835.5,No,4441,0.006482076,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
7534-BFESC,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,Yes,290,0.7351165,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,High,Retention Offer Campaign
9138-EFSMO,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),78.95,2034.25,No,4120,0.11485431,0,Low,1.0,Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit,Maintain regular engagement; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Low,Customer Loyalty Campaign
4227-OJHAL,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163.0,No,3704,0.053966306,0,Low,0.0,Offer technical support assistance,Maintain regular engagement; Technical support promotion; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
7279-NMVJC,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,No,1718,0.12664191,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
8591-TKMZH,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,111.1,6555.2,No,5202,0.014933302,0,Low,0.0,Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
9283-LZQOH,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Yes,1472,0.40653464,0,Medium,1.0,Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
3594-IVHJZ,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,42.45,No,3217,0.08810584,0,Low,1.0,Offer annual or long-term contract incentive; Provide early-stage customer engagement,Maintain regular engagement; Early customer onboarding support; Long-term contract conversion offer; Early intervention and retention campaign,Low,Contract Upgrade Campaign
1945-XISKS,Female,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,1335.2,No,4530,0.00592902,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
4359-INNWN,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,337.9,No,3211,0.013020808,0,Low,1.0,Continue regular customer engagement,Maintain regular engagement; Early intervention and retention campaign,Low,Customer Loyalty Campaign
7649-SIJJF,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4,No,1016,0.0032028302,0,Low,0.0,Review pricing and provide personalized offer,Maintain regular engagement; Personalized pricing review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
9254-RBFON,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,1577,0.20407133,0,Low,1.0,Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Low,Customer Loyalty Campaign
0970-ETWGE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,Yes,642,0.9068545,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
7762-ONLJY,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,94.45,No,4770,0.023675084,0,Low,1.0,Provide early-stage customer engagement,Maintain regular engagement; Early customer onboarding support; Early intervention and retention campaign,Low,New Customer Engagement Campaign
6710-HSJRD,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,No,3856,0.3053119,0,Low,0.0,Offer annual or long-term contract incentive; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Long-term contract conversion offer; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Contract Upgrade Campaign
8873-GLDMH,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,401.3,No,6314,0.8211147,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement; Offer fiber service support or loyalty benefit,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Fiber service experience review; Early intervention and retention campaign,Critical,Immediate Personal Outreach
9907-SWKKF,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,3185,0.82087696,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Provide early-stage customer engagement,Immediate retention outreach; Early customer onboarding support; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Early intervention and retention campaign,Critical,Immediate Personal Outreach
4658-HCOHW,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,4594,0.51411796,1,Medium,1.0,Offer annual or long-term contract incentive; Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Proactive retention communication; Long-term contract conversion offer; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,Medium,Contract Upgrade Campaign
9330-VOFSZ,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,No,6478,0.03247041,0,Low,0.0,Promote online security service; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Maintain regular engagement; Online security package promotion; Personalized pricing review; Fiber service experience review; Loyalty and long-term customer engagement,Low,Customer Loyalty Campaign
2860-RANUS,Female,1,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,Yes,3975,0.70077527,1,High,1.0,Priority retention outreach; Offer annual or long-term contract incentive; Offer technical support assistance; Promote online security service; Offer online backup package; Review pricing and provide personalized offer; Offer fiber service support or loyalty benefit,Immediate retention outreach; Long-term contract conversion offer; Technical support promotion; Online security package promotion; Personalized pricing review; Fiber service experience review; Early intervention and retention campaign,High,Retention Offer Campaign
